sentiment,emotion,urgency,topic,risk_indicator,customer_id
Negative,Frustration,0.8,Complaint,True,1775
Positive,Neutral,0.5,Service Information,False,1776
Negative,Frustration,0.8,Complaint,True,1777
Neutral,Neutral,0.6,Billing,False,1778
Negative,Frustration,0.7,Complaint,True,1779
Positive,Satisfaction,0.0,Service Information,False,1780
Negative,Frustration,0.8,Complaint,True,1781
Negative,Frustration,0.9,Complaint,True,1782
Negative,Frustration,0.8,Complaint,True,1783
Positive,Satisfaction,0.3,Service Information,False,1784
Neutral,Confusion,0.6,Technical Support,False,1785
Neutral,Confusion,0.6,Technical Support,False,1786
Negative,Frustration,0.8,Service Information,False,1787
Positive,Gratitude,0.1,Service Information,False,1788
Neutral,Confusion,0.5,Service Information,False,1789
Positive,Neutral,0.6,Technical Support,False,1790
Neutral,Confusion,0.3,Service Information,False,1791
Positive,Gratitude,0.8,Service Information,False,1792
Positive,Satisfaction,0.3,Service Information,False,1793
Neutral,Confusion,0.6,Service Information,False,1794
Neutral,Confusion,0.6,Technical Support,False,1795
Neutral,Confusion,0.6,Technical Support,False,1796
Negative,Frustration,0.8,Complaint,True,1797
Neutral,Confusion,0.7,Technical Support,False,1798
Positive,Gratitude,0.5,Service Information,False,1799
Neutral,Frustration,0.8,Complaint,True,1800
Negative,Frustration,0.6,Service Information,False,1801
Positive,Neutral,0.4,Service Information,False,1802
Negative,Frustration,0.5,Service Information,False,1803
Neutral,Confusion,0.5,Service Information,False,1804
Neutral,Confusion,0.7,Service Information,False,1805
Positive,Satisfaction,0.5,Service Information,False,1806
Negative,Frustration,0.7,Service Information,False,1807
Positive,Neutral,0.3,Technical Support,False,1808
Neutral,Confusion,0.6,Technical Support,False,1809
Neutral,Confusion,0.5,Service Information,False,1810
Neutral,Neutral,0.3,Technical Support,False,1811
Neutral,Neutral,0.3,Service Information,False,1812
Neutral,Confusion,0.7,Technical Support,False,1813
Negative,Frustration,0.8,Complaint,True,1814
Negative,Frustration,0.8,Complaint,True,1815
Negative,Frustration,0.7,Complaint,True,1816
Negative,Frustration,0.8,Technical Support,True,1817
Positive,Neutral,0.5,Service Information,False,1818
Positive,Gratitude,0.0,Service Information,False,1819
Negative,Frustration,0.7,Complaint,True,1820
Negative,Confusion,0.7,Service Information,True,1821
Positive,Satisfaction,0.3,Service Information,False,1822
Neutral,Confusion,0.7,Service Information,False,1823
Negative,Frustration,0.7,Complaint,True,1824
Neutral,Confusion,0.6,Technical Support,False,1825
Neutral,Confusion,0.5,Technical Support,False,1826
Neutral,Confusion,0.7,Technical Support,False,1827
Positive,Satisfaction,0.3,Service Information,False,1828
Positive,Neutral,0.3,Service Information,False,1829
Positive,Satisfaction,0.7,Service Information,False,1830
Negative,Frustration,0.8,Complaint,True,1831
Positive,Frustration,0.7,Service Information,False,1832
Neutral,Neutral,0.0,Other,False,1833
Negative,Frustration,0.7,Complaint,True,1834
Neutral,Neutral,0.5,Technical Support,False,1835
Neutral,Confusion,0.5,Technical Support,False,1836
Neutral,Confusion,0.7,Service Information,False,1837
Positive,Satisfaction,0.7,Service Information,False,1838
Positive,Gratitude,0.5,Service Information,False,1839
Negative,Frustration,0.7,Complaint,True,1840
Negative,Frustration,0.7,Billing,False,1841
Neutral,Confusion,0.6,Technical Support,False,1842
Neutral,Frustration,0.7,Billing,False,1843
Positive,Satisfaction,0.3,Service Information,False,1844
Neutral,Confusion,0.7,Service Information,False,1845
Positive,Gratitude,0.3,Service Information,False,1846
Positive,Satisfaction,0.0,Service Information,False,1847
Neutral,Neutral,0.5,Billing,False,1848
Neutral,Confusion,0.7,Technical Support,False,1849
Positive,Satisfaction,0.7,Service Information,False,1850
Positive,Neutral,0.4,Service Information,False,1851
Positive,Gratitude,0.0,Service Information,False,1852
Positive,Neutral,1.0,Service Information,False,1853
Neutral,Confusion,0.6,Technical Support,False,1854
Neutral,Frustration,0.8,Service Information,False,1855
Neutral,Confusion,0.6,Technical Support,False,1856
Positive,Satisfaction,0.6,Service Information,False,1857
Neutral,Frustration,0.7,Complaint,True,1858
Neutral,Confusion,0.6,Technical Support,False,1859
Neutral,Confusion,0.6,Technical Support,False,1860
Neutral,Confusion,0.7,Technical Support,False,1861
Positive,Gratitude,0.3,Service Information,False,1862
Positive,Satisfaction,0.5,Service Information,False,1863
Neutral,Confusion,0.6,Technical Support,False,1864
Positive,Satisfaction,0.3,Service Information,False,1865
Negative,Frustration,0.8,Complaint,True,1866
Neutral,Neutral,0.5,Technical Support,False,1867
Neutral,Confusion,0.6,Service Information,False,1868
Neutral,Confusion,0.6,Technical Support,False,1869
Positive,Gratitude,0.4,Service Information,False,1870
Positive,Satisfaction,0.0,Service Information,False,1871
Positive,Satisfaction,0.6,Service Information,False,1872
Positive,Gratitude,0.1,Service Information,False,1873
Positive,Neutral,0.7,Service Information,False,1874
Negative,Frustration,0.6,Complaint,True,1875
Positive,Neutral,0.5,Billing,False,1876
Positive,Satisfaction,0.5,Service Information,False,1877
Positive,Satisfaction,0.3,Service Information,False,1878
Positive,Neutral,0.7,Service Information,False,1879
Neutral,Confusion,0.6,Technical Support,False,1880
Positive,Satisfaction,0.5,Service Information,False,1881
Positive,Satisfaction,0.5,Service Information,False,1882
Neutral,Confusion,0.6,Technical Support,False,1883
Neutral,Confusion,0.7,Service Information,False,1884
Neutral,Neutral,0.4,Service Information,False,1885
Positive,Gratitude,0.2,Service Information,False,1886
Positive,Satisfaction,0.7,Service Information,False,1887
Positive,Satisfaction,0.2,Service Information,False,1888
Neutral,Confusion,0.6,Technical Support,False,1889
Negative,Frustration,0.8,Complaint,True,1890
Negative,Frustration,0.8,Complaint,True,1891
Neutral,Confusion,0.6,Service Information,False,1892
Neutral,Satisfaction,0.5,Complaint,False,1893
Positive,Gratitude,0.0,Service Information,False,1894
Positive,Satisfaction,0.3,Service Information,False,1895
Neutral,Neutral,0.7,Service Information,False,1896
Negative,Frustration,0.9,Complaint,True,1897
Negative,Frustration,0.8,Complaint,True,1898
Negative,Frustration,0.6,Service Information,False,1899
Positive,Satisfaction,0.2,Service Information,False,1900
Neutral,Confusion,0.3,Service Information,False,1901
Neutral,Neutral,0.3,Service Information,True,1902
Positive,Gratitude,0.3,Service Information,False,1903
Positive,Satisfaction,0.3,Service Information,False,1904
Neutral,Confusion,0.7,Service Information,False,1905
Negative,Frustration,0.8,Complaint,True,1906
Negative,Frustration,0.9,Complaint,True,1907
Negative,Frustration,0.8,Complaint,True,1908
Positive,Satisfaction,0.3,Service Information,False,1909
Neutral,Frustration,0.7,Service Information,False,1910
Neutral,Confusion,0.6,Technical Support,False,1911
Positive,Frustration,0.7,Technical Support,False,1912
Positive,Satisfaction,0.3,Service Information,False,1913
Negative,Frustration,0.9,Complaint,True,1914
Neutral,Neutral,0.5,Technical Support,False,1915
Negative,Frustration,0.8,Complaint,True,1916
Negative,Frustration,0.7,Service Information,False,1917
Positive,Satisfaction,0.7,Technical Support,False,1918
Neutral,Confusion,0.6,Technical Support,False,1919
Negative,Confusion,0.7,Technical Support,True,1920
Neutral,Confusion,0.7,Service Information,False,1921
Neutral,Confusion,0.6,Technical Support,False,1922
Neutral,Confusion,0.7,Service Information,False,1923
Negative,Frustration,0.8,Complaint,True,1924
Positive,Gratitude,0.3,Service Information,False,1925
Negative,Frustration,0.7,Complaint,True,1926
Negative,Anger,0.9,Complaint,True,1927
Neutral,Confusion,0.7,Service Information,False,1928
Positive,Satisfaction,0.2,Service Information,False,1929
Neutral,Confusion,0.6,Technical Support,False,1930
Neutral,Confusion,0.6,Technical Support,False,1931
Neutral,Neutral,0.5,Service Information,False,1932
Neutral,Confusion,0.6,Service Information,False,1933
Neutral,Confusion,0.6,Technical Support,False,1934
Neutral,Confusion,0.6,Technical Support,False,1935
Neutral,Neutral,0.5,Billing,False,1936
Neutral,Confusion,0.7,Service Information,False,1937
Positive,Gratitude,0.2,Service Information,False,1938
Neutral,Confusion,0.7,Service Information,False,1939
Neutral,Confusion,0.6,Service Information,False,1940
Neutral,Confusion,0.7,Service Information,False,1941
Neutral,Satisfaction,0.3,Technical Support,False,1942
Positive,Neutral,0.3,Service Information,False,1943
Positive,Satisfaction,0.5,Service Information,False,1944
Negative,Frustration,0.8,Complaint,True,1945
Neutral,Confusion,0.6,Technical Support,False,1946
Neutral,Confusion,0.6,Technical Support,False,1947
Positive,Satisfaction,0.6,Service Information,False,1948
Negative,Frustration,0.8,Complaint,True,1949
Neutral,Confusion,0.6,Technical Support,False,1950
Neutral,Confusion,0.6,Service Information,False,1951
Negative,Frustration,0.8,Complaint,True,1952
Positive,Satisfaction,0.2,Service Information,False,1953
Neutral,Neutral,0.5,Service Information,False,1954
Neutral,Neutral,0.6,Service Information,False,1955
Positive,Satisfaction,0.5,Service Information,False,1956
Neutral,Confusion,0.6,Technical Support,False,1957
Neutral,Confusion,0.7,Technical Support,True,1958
Neutral,Confusion,0.6,Technical Support,False,1959
Neutral,Confusion,0.8,Service Information,False,1960
Positive,Satisfaction,0.7,Billing,False,1961
Negative,Frustration,0.8,Complaint,True,1962
Negative,Frustration,0.9,Complaint,True,1963
Neutral,Confusion,0.6,Technical Support,False,1964
Neutral,Confusion,0.6,Service Information,False,1965
Neutral,Confusion,0.6,Service Information,False,1966
Positive,Satisfaction,0.5,Service Information,False,1967
Negative,Frustration,0.8,Complaint,True,1968
Positive,Satisfaction,0.2,Service Information,False,1969
Neutral,Confusion,0.7,Service Information,False,1970
Positive,Neutral,0.5,Service Information,False,1971
Negative,Anger,1.0,Complaint,True,1972
Neutral,Confusion,0.6,Service Information,False,1973
Neutral,Confusion,0.6,Technical Support,False,1974
Neutral,Neutral,0.5,Service Information,False,1975
Negative,Confusion,0.7,Service Information,True,1976
Neutral,Confusion,0.6,Technical Support,False,1977
Positive,Gratitude,0.0,Service Information,False,1978
Neutral,Confusion,0.3,Technical Support,False,1979
Neutral,Confusion,0.6,Technical Support,False,1980
Neutral,Confusion,0.7,Service Information,False,1981
Negative,Frustration,0.7,Complaint,True,1982
Negative,Frustration,0.9,Complaint,True,1983
Positive,Neutral,0.2,Service Information,False,1984
Positive,Gratitude,0.7,Service Information,False,1985
Neutral,Confusion,0.6,Technical Support,False,1986
Neutral,Neutral,0.5,Technical Support,False,1987
Negative,Frustration,0.9,Complaint,True,1988
Negative,Neutral,0.5,Billing,False,1989
Positive,Gratitude,0.0,Service Information,False,1990
Positive,Gratitude,0.0,Service Information,False,1991
Neutral,Confusion,0.7,Technical Support,False,1992
Neutral,Confusion,0.7,Billing,False,1993
Neutral,Confusion,0.6,Technical Support,False,1994
Neutral,Confusion,0.7,Service Information,False,1995
Positive,Neutral,0.3,Service Information,False,1996
Negative,Frustration,0.8,Service Information,False,1997
Positive,Satisfaction,0.3,Service Information,False,1998
Positive,Neutral,0.3,Service Information,False,1999
Neutral,Confusion,0.7,Technical Support,False,2000
Negative,Frustration,0.9,Complaint,True,2001
Negative,Frustration,0.8,Service Information,False,2002
Neutral,Confusion,0.6,Service Information,False,2003
Neutral,Neutral,0.5,Technical Support,False,2004
Positive,Satisfaction,0.5,Service Information,False,2005
Negative,Frustration,0.9,Complaint,True,2006
Positive,Satisfaction,0.2,Service Information,False,2007
Neutral,Confusion,0.6,Technical Support,False,2008
Negative,Frustration,0.8,Complaint,False,2009
Negative,Frustration,0.7,Service Information,False,2010
Neutral,Confusion,0.5,Technical Support,False,2011
Neutral,Confusion,0.7,Technical Support,False,2012
Positive,Gratitude,0.5,Service Information,False,2013
Positive,Satisfaction,0.0,Service Information,False,2014
Positive,Satisfaction,0.5,Service Information,False,2015
Neutral,Confusion,0.4,Service Information,False,2016
Neutral,Confusion,0.6,Technical Support,False,2017
Positive,Neutral,0.6,Service Information,False,2018
Neutral,Confusion,0.6,Service Information,False,2019
Positive,Satisfaction,0.5,Service Information,False,2020
Negative,Frustration,0.9,Complaint,True,2021
Negative,Frustration,0.7,Complaint,True,2022
Neutral,Neutral,0.5,Billing,False,2023
Positive,Satisfaction,0.2,Service Information,False,2024
Neutral,Confusion,0.6,Technical Support,False,2025
Negative,Frustration,0.8,Technical Support,False,2026
Negative,Frustration,0.7,Complaint,True,2027
Positive,Satisfaction,0.3,Service Information,False,2028
Positive,Neutral,0.5,Service Information,False,2029
Neutral,Neutral,0.5,Service Information,False,2030
Neutral,Confusion,0.6,Technical Support,False,2031
Positive,Satisfaction,0.2,Service Information,False,2032
Negative,Confusion,0.6,Technical Support,False,2033
Positive,Satisfaction,1.0,Complaint,False,2034
Negative,Frustration,0.8,Complaint,True,2035
Positive,Satisfaction,0.3,Service Information,False,2036
Neutral,Confusion,0.8,Service Information,False,2037
Negative,Frustration,0.8,Billing,True,2038
Negative,Frustration,0.8,Complaint,True,2039
Neutral,Confusion,0.6,Service Information,False,2040
Positive,Satisfaction,0.7,Service Information,False,2041
Neutral,Confusion,0.7,Service Information,False,2042
Negative,Anger,1.0,Complaint,True,2043
Positive,Frustration,0.8,Complaint,True,2044
Positive,Satisfaction,0.7,Service Information,False,2045
Neutral,Neutral,0.5,Billing,False,2046
Negative,Frustration,0.8,Complaint,True,2047
Positive,Gratitude,0.2,Service Information,False,2048
Neutral,Confusion,0.8,Technical Support,False,2049
Neutral,Neutral,0.5,Technical Support,False,2050
Positive,Neutral,0.8,Service Information,False,2051
Positive,Neutral,0.5,Service Information,False,2052
Neutral,Confusion,0.6,Technical Support,False,2053
Positive,Satisfaction,0.2,Service Information,False,2054
Negative,Frustration,0.8,Complaint,True,2055
Neutral,Confusion,0.7,Technical Support,False,2056
Neutral,Confusion,0.7,Service Information,False,2057
Neutral,Confusion,0.7,Technical Support,False,2058
Positive,Satisfaction,0.2,Service Information,False,2059
Neutral,Frustration,0.8,Service Information,False,2060
Positive,Satisfaction,1.0,Service Information,False,2061
Negative,Frustration,0.7,Complaint,False,2062
Positive,Satisfaction,0.3,Technical Support,False,2063
Negative,Frustration,0.8,Complaint,True,2064
Negative,Confusion,0.8,Complaint,True,2065
Neutral,Confusion,0.6,Technical Support,False,2066
Negative,Confusion,0.8,Service Information,True,2067
Neutral,Confusion,0.5,Service Information,False,2068
Positive,Neutral,0.8,Service Information,False,2069
Negative,Frustration,0.8,Complaint,True,2070
Negative,Frustration,0.8,Complaint,True,2071
Neutral,Confusion,0.6,Technical Support,False,2072
Negative,Frustration,0.7,Service Information,False,2073
Negative,Frustration,0.7,Service Information,False,2074
Negative,Frustration,0.8,Complaint,True,2075
Neutral,Confusion,0.3,Service Information,False,2076
Neutral,Confusion,0.7,Service Information,False,2077
Neutral,Confusion,0.6,Technical Support,False,2078
Neutral,Confusion,0.7,Technical Support,False,2079
Negative,Anger,0.8,Complaint,True,2080
Positive,Satisfaction,0.3,Service Information,False,2081
Positive,Satisfaction,0.4,Service Information,False,2082
Neutral,Neutral,0.5,Technical Support,False,2083
Neutral,Confusion,0.4,Service Information,True,2084
Neutral,Confusion,0.7,Technical Support,False,2085
Negative,Frustration,0.9,Complaint,True,2086
Neutral,Confusion,0.5,Service Information,False,2087
Positive,Satisfaction,0.5,Service Information,False,2088
Positive,Satisfaction,0.5,Service Information,False,2089
Neutral,Confusion,0.6,Technical Support,False,2090
Neutral,Satisfaction,0.6,Service Information,False,2091
Neutral,Confusion,0.6,Technical Support,False,2092
Neutral,Neutral,0.5,Complaint,False,2093
Neutral,Confusion,0.5,Technical Support,False,2094
Neutral,Confusion,0.5,Service Information,False,2095
Positive,Neutral,0.6,Service Information,False,2096
Neutral,Confusion,0.6,Service Information,False,2097
Neutral,Neutral,0.3,Service Information,False,2098
Neutral,Frustration,0.7,Service Information,False,2099
Negative,Frustration,0.8,Complaint,True,2100
Neutral,Confusion,0.5,Service Information,False,2101
Neutral,Confusion,0.7,Complaint,False,2102
Positive,Satisfaction,0.4,Service Information,False,2103
Negative,Frustration,0.8,Technical Support,True,2104
Neutral,Neutral,0.5,Technical Support,False,2105
Positive,Gratitude,0.2,Service Information,False,2106
Positive,Neutral,0.3,Service Information,False,2107
Neutral,Confusion,0.7,Technical Support,False,2108
Neutral,Confusion,0.7,Service Information,False,2109
Positive,Satisfaction,0.5,Service Information,False,2110
Positive,Satisfaction,0.5,Service Information,False,2111
Neutral,Confusion,0.6,Technical Support,False,2112
Neutral,Neutral,0.5,Service Information,False,2113
Positive,Satisfaction,1.0,Billing,False,2114
Positive,Satisfaction,0.3,Service Information,False,2115
Negative,Frustration,0.8,Complaint,True,2116
Negative,Frustration,0.8,Complaint,True,2117
Positive,Satisfaction,1.0,Service Information,False,2118
Neutral,Confusion,0.7,Technical Support,False,2119
Neutral,Confusion,0.6,Service Information,False,2120
Positive,Satisfaction,0.3,Billing,False,2121
Negative,Anger,0.9,Complaint,True,2122
Neutral,Frustration,0.8,Technical Support,False,2123
Positive,Gratitude,0.2,Complaint,True,2124
Positive,Gratitude,0.3,Service Information,False,2125
Neutral,Confusion,0.6,Technical Support,False,2126
Neutral,Neutral,0.5,Service Information,False,2127
Neutral,Confusion,0.6,Technical Support,False,2128
Negative,Frustration,0.8,Complaint,True,2129
Neutral,Neutral,0.5,Technical Support,False,2130
Negative,Confusion,0.7,Complaint,True,2131
Positive,Neutral,0.3,Service Information,False,2132
Positive,Satisfaction,0.3,Service Information,False,2133
Neutral,Neutral,0.5,Technical Support,False,2134
Positive,Satisfaction,0.8,Technical Support,False,2135
Negative,Frustration,0.8,Service Information,False,2136
Positive,Satisfaction,0.0,Service Information,False,2137
Neutral,Frustration,0.7,Complaint,True,2138
Positive,Gratitude,0.3,Service Information,False,2139
Neutral,Neutral,0.5,Billing,False,2140
Negative,Frustration,0.8,Complaint,True,2141
Positive,Satisfaction,0.6,Service Information,False,2142
Positive,Satisfaction,0.6,Service Information,False,2143
Neutral,Confusion,0.6,Technical Support,False,2144
Positive,Gratitude,0.0,Service Information,False,2145
Positive,Satisfaction,1.0,Service Information,False,2146
Negative,Frustration,0.8,Complaint,True,2147
Negative,Frustration,0.7,Technical Support,False,2148
Neutral,Confusion,0.6,Technical Support,False,2149
Positive,Gratitude,0.3,Service Information,False,2150
Positive,Neutral,0.4,Service Information,False,2151
Neutral,Neutral,0.5,Service Information,False,2152
Neutral,Neutral,0.6,Service Information,False,2153
Neutral,Confusion,0.6,Technical Support,False,2154
Negative,Frustration,0.8,Service Information,False,2155
Neutral,Confusion,0.6,Technical Support,False,2156
Neutral,Confusion,0.7,Technical Support,False,2157
Neutral,Confusion,0.6,Technical Support,False,2158
Neutral,Confusion,0.6,Technical Support,False,2159
Positive,Satisfaction,0.4,Service Information,False,2160
Neutral,Confusion,0.6,Service Information,False,2161
Neutral,Confusion,0.6,Technical Support,False,2162
Positive,Satisfaction,0.5,Service Information,False,2163
Neutral,Confusion,0.7,Technical Support,False,2164
Neutral,Confusion,0.5,Service Information,False,2165
Neutral,Confusion,0.6,Technical Support,False,2166
Neutral,Confusion,0.7,Service Information,False,2167
Neutral,Confusion,0.6,Technical Support,False,2168
Neutral,Confusion,0.6,Service Information,False,2169
Negative,Frustration,0.8,Technical Support,True,2170
Positive,Satisfaction,0.3,Service Information,False,2171
Negative,Neutral,0.8,Complaint,True,2172
Positive,Satisfaction,0.5,Service Information,False,2173
Neutral,Confusion,0.6,Technical Support,False,2174
Negative,Anger,1.0,Complaint,True,2175
Neutral,Neutral,0.6,Complaint,True,2176
Neutral,Confusion,0.6,Technical Support,False,2177
Positive,Gratitude,0.5,Service Information,False,2178
Positive,Satisfaction,0.3,Service Information,False,2179
Positive,Satisfaction,0.3,Service Information,False,2180
Neutral,Confusion,0.7,Technical Support,False,2181
Positive,Gratitude,0.2,Service Information,False,2182
Neutral,Confusion,0.6,Technical Support,False,2183
Neutral,Confusion,0.6,Technical Support,False,2184
Neutral,Frustration,0.7,Service Information,False,2185
Neutral,Frustration,0.2,Service Information,False,2186
Negative,Frustration,0.8,Complaint,True,2187
Neutral,Confusion,0.6,Technical Support,False,2188
Positive,Gratitude,0.3,Service Information,False,2189
Negative,Frustration,0.9,Technical Support,True,2190
Neutral,Confusion,0.7,Service Information,False,2191
Positive,Gratitude,0.6,Service Information,False,2192
Positive,Neutral,0.7,Service Information,False,2193
Positive,Satisfaction,0.3,Service Information,False,2194
Neutral,Confusion,0.5,Technical Support,False,2195
Neutral,Confusion,0.6,Technical Support,False,2196
Neutral,Confusion,0.7,Service Information,False,2197
Neutral,Neutral,0.5,Billing,False,2198
Positive,Satisfaction,0.6,Service Information,False,2199
Neutral,Confusion,0.6,Technical Support,False,2200
Neutral,Confusion,0.6,Technical Support,False,2201
Neutral,Neutral,0.2,Service Information,False,2202
Neutral,Confusion,0.4,Service Information,False,2203
Neutral,Confusion,0.7,Service Information,False,2204
Negative,Frustration,0.7,Complaint,False,2205
Neutral,Confusion,0.7,Technical Support,False,2206
Positive,Neutral,0.6,Technical Support,False,2207
Negative,Anger,0.8,Complaint,True,2208
Positive,Satisfaction,0.0,Service Information,False,2209
Positive,Satisfaction,0.3,Service Information,False,2210
Negative,Frustration,0.7,Complaint,False,2211
Negative,Frustration,0.9,Complaint,True,2212
Negative,Anger,0.9,Complaint,True,2213
Positive,Gratitude,0.4,Service Information,False,2214
Negative,Frustration,0.8,Complaint,False,2215
Neutral,Confusion,0.7,Complaint,True,2216
Neutral,Neutral,0.5,Technical Support,False,2217
Negative,Frustration,0.7,Complaint,True,2218
Negative,Anger,0.8,Complaint,True,2219
Neutral,Confusion,0.3,Service Information,False,2220
Positive,Satisfaction,0.3,Service Information,False,2221
Negative,Frustration,0.9,Complaint,True,2222
Neutral,Confusion,0.6,Service Information,False,2223
Positive,Neutral,0.5,Service Information,False,2224
Neutral,Confusion,0.5,Technical Support,False,2225
Neutral,Confusion,0.5,Service Information,False,2226
Positive,Satisfaction,0.3,Service Information,False,2227
Positive,Satisfaction,0.3,Service Information,False,2228
Positive,Neutral,0.2,Service Information,False,2229
Neutral,Confusion,0.6,Service Information,False,2230
Positive,Satisfaction,0.6,Service Information,False,2231
Neutral,Confusion,0.6,Technical Support,False,2232
Negative,Frustration,0.8,Complaint,True,2233
Positive,Gratitude,0.2,Service Information,False,2234
Neutral,Confusion,0.6,Service Information,False,2235
Positive,Gratitude,0.2,Service Information,False,2236
Neutral,Confusion,0.6,Technical Support,False,2237
Negative,Frustration,0.8,Service Information,True,2238
Negative,Frustration,0.8,Technical Support,True,2239
Neutral,Confusion,0.5,Technical Support,False,2240
Positive,Gratitude,0.5,Service Information,False,2241
Positive,Gratitude,0.0,Service Information,False,2242
Neutral,Confusion,0.5,Service Information,False,2243
Positive,Satisfaction,0.1,Service Information,False,2244
Positive,Gratitude,0.3,Service Information,False,2245
Negative,Frustration,0.8,Complaint,True,2246
Negative,Frustration,0.8,Technical Support,True,2247
Positive,Satisfaction,0.7,Service Information,False,2248
Positive,Satisfaction,0.2,Service Information,False,2249
Positive,Satisfaction,0.3,Service Information,False,2250
Positive,Satisfaction,0.7,Billing,False,2251
Neutral,Confusion,0.5,Service Information,False,2252
Positive,Neutral,0.3,Service Information,False,2253
Positive,Satisfaction,0.3,Service Information,False,2254
Positive,Neutral,0.6,Technical Support,False,2255
Neutral,Confusion,0.6,Technical Support,False,2256
Neutral,Confusion,0.7,Service Information,False,2257
Neutral,Confusion,0.7,Service Information,False,2258
Positive,Satisfaction,0.2,Service Information,False,2259
Positive,Satisfaction,0.2,Service Information,False,2260
Neutral,Confusion,0.6,Technical Support,False,2261
Neutral,Confusion,0.6,Technical Support,False,2262
Negative,Anger,1.0,Complaint,True,2263
Neutral,Confusion,0.7,Service Information,False,2264
Negative,Frustration,0.8,Complaint,True,2265
Neutral,Neutral,0.6,Service Information,False,2266
Negative,Frustration,0.9,Complaint,True,2267
Positive,Satisfaction,0.7,Service Information,False,2268
Neutral,Confusion,0.6,Technical Support,False,2269
Negative,Frustration,0.8,Complaint,True,2270
Neutral,Confusion,0.6,Technical Support,False,2271
Negative,Frustration,0.7,Complaint,True,2272
Positive,Satisfaction,0.3,Billing,False,2273
Negative,Frustration,0.8,Complaint,True,2274
Negative,Frustration,0.8,Complaint,True,2275
Negative,Frustration,0.9,Complaint,True,2276
Neutral,Confusion,0.7,Service Information,False,2277
Negative,Frustration,0.7,Complaint,False,2278
Neutral,Confusion,0.5,Service Information,False,2279
Neutral,Confusion,0.3,Service Information,False,2280
Positive,Satisfaction,0.8,Service Information,False,2281
Positive,Neutral,0.3,Service Information,False,2282
Positive,Satisfaction,0.5,Service Information,False,2283
Negative,Frustration,0.8,Service Information,True,2284
Neutral,Confusion,0.6,Technical Support,False,2285
Neutral,Neutral,0.5,Service Information,False,2286
Negative,Frustration,0.8,Complaint,True,2287
Neutral,Confusion,0.6,Technical Support,False,2288
Positive,Neutral,0.3,Service Information,False,2289
Neutral,Satisfaction,0.3,Billing,False,2290
Positive,Neutral,0.7,Service Information,False,2291
Neutral,Confusion,0.7,Service Information,False,2292
Positive,Gratitude,0.1,Service Information,False,2293
Positive,Gratitude,0.6,Service Information,False,2294
Neutral,Confusion,0.6,Service Information,False,2295
Negative,Frustration,0.7,Complaint,True,2296
Negative,Frustration,0.8,Complaint,True,2297
Positive,Satisfaction,0.5,Service Information,False,2298
Neutral,Neutral,0.5,Technical Support,False,2299
Neutral,Confusion,0.6,Technical Support,False,2300
Neutral,Confusion,0.8,Service Information,True,2301
Neutral,Neutral,0.5,Technical Support,False,2302
Positive,Satisfaction,0.7,Service Information,False,2303
Neutral,Neutral,0.5,Service Information,False,2304
Negative,Frustration,0.8,Technical Support,True,2305
Neutral,Neutral,0.5,Service Information,False,2306
Neutral,Confusion,0.7,Technical Support,False,2307
Positive,Satisfaction,0.3,Service Information,False,2308
Positive,Neutral,0.5,Service Information,False,2309
Positive,Satisfaction,0.7,Service Information,False,2310
Neutral,Confusion,0.7,Billing,False,2311
Positive,Neutral,0.3,Service Information,False,2312
Neutral,Neutral,0.3,Service Information,False,2313
Positive,Satisfaction,0.6,Service Information,False,2314
Positive,Satisfaction,1.0,Service Information,False,2315
Positive,Satisfaction,0.6,Billing,False,2316
Negative,Frustration,0.8,Complaint,True,2317
Positive,Neutral,0.3,Technical Support,False,2318
Negative,Frustration,1.0,Complaint,True,2319
Positive,Neutral,0.2,Service Information,False,2320
Neutral,Confusion,0.6,Technical Support,False,2321
Positive,Neutral,0.7,Technical Support,False,2322
Positive,Satisfaction,0.6,Service Information,False,2323
Positive,Satisfaction,0.7,Service Information,False,2324
Positive,Neutral,0.5,Service Information,False,2325
Negative,Frustration,0.9,Complaint,True,2326
Positive,Satisfaction,0.3,Service Information,False,2327
Positive,Satisfaction,0.0,Service Information,False,2328
Neutral,Confusion,0.6,Technical Support,False,2329
Positive,Satisfaction,0.3,Service Information,False,2330
Neutral,Neutral,0.5,Billing,False,2331
Negative,Frustration,0.8,Technical Support,False,2332
Positive,Satisfaction,0.5,Service Information,False,2333
Positive,Neutral,0.7,Service Information,False,2334
Positive,Neutral,0.2,Service Information,False,2335
Neutral,Confusion,0.7,Service Information,False,2336
Positive,Satisfaction,0.5,Service Information,False,2337
Positive,Neutral,0.3,Service Information,False,2338
Neutral,Confusion,0.6,Technical Support,False,2339
Negative,Frustration,0.8,Complaint,True,2340
Neutral,Confusion,0.7,Service Information,False,2341
Neutral,Confusion,0.6,Technical Support,False,2342
Neutral,Confusion,0.5,Other,False,2343
Neutral,Neutral,0.5,Billing,False,2344
Negative,Frustration,0.8,Complaint,False,2345
Positive,Neutral,0.7,Service Information,False,2346
Negative,Frustration,0.8,Complaint,True,2347
Negative,Frustration,0.8,Complaint,True,2348
Negative,Frustration,0.8,Complaint,True,2349
Positive,Satisfaction,0.7,Service Information,False,2350
Negative,Frustration,1.0,Complaint,True,2351
Neutral,Confusion,0.6,Technical Support,False,2352
Positive,Satisfaction,0.7,Service Information,False,2353
Neutral,Confusion,0.7,Service Information,True,2354
